Locality,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Latitude,Longitude,About,Type,Facilities,Vote_Count,Known_For,Name,Contact,Price_for_2,Cuisine,Rating,Chain_Name
" South Extension 1, New Delhi",898.0,4.0,12600.0,https://www.zomato.com/ncr/bengali-sweet-centre-south-extension-1-new-delhi,"G19, Main Market, South Extension 1, New Delhi",28.56950073,77.2210148,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, Full Bar Available, Serves Alcohol]",,"Chicken Korma, Rumali Roti, Afghani Chicken, Butter Naan, Rolls, Butter Chicken | Cozy Ambiance, Cute Little Place, Pocket Friendly, Portion Size, Courteous Staff, Owner",Bengali Sweet Centre,9.11125E+11,500.0,"Mithai, North Indian, South Indian, Chinese, Fast Food, Beverages",4.0,Bengali Sweet Centre
" Lodhi Colony, New Delhi",360.0,4.0,1058.0,https://www.zomato.com/ncr/junejas-eating-plaza-lodhi-colony-new-delhi,"74, Mehar Chand Market, Lodhi Colony, New Delhi",28.58445989,77.22660251,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",,"Coffee and Doughnuts, Choco Walnut Cake, Paneer Puff, Strawberry Cake, Vanilla Cake, White Forest Cake | Cute Cupcakes, Highly Customizable Cakes, Fluffy Cakes, Pretty Decor, Coffee Date, Decorations",Juneja's Eating Plaza,9.11125E+11,500.0,"North Indian, Chinese, Fast Food, Rolls",4.0,Juneja's Eating Plaza
" DLF Phase 4, Gurgaon",301.0,4.0,2209.0,https://www.zomato.com/ncr/cake-for-you-dlf-phase-4,"Plot 448, Sector 27, Near Supermart 1, DLF Phase 4, Gurgaon",28.4643601,77.08997011,,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",,"Concept, Friendly Staff, Owner, Cafe, Great Place, Ambience",Cake For You,9.19711E+11,300.0,"Bakery, Desserts",4.0,Cake For You
" Nirvana Courtyard, Sector 50, Gurgaon",172.0,4.2,503.0,https://www.zomato.com/bobsshakesin,"C-21, Nirvana Courtyard, Nirvana Country, Sector 50, Gurgaon",28.41395568,77.0655429,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, Full Bar Available, Serves Alcohol]",,"Tandoori Veg Platter, Murgh Malai Tikka, Chicken Tikka Pizza, Veg Spring Rolls, Honey Chilli Potatoes, Chicken 65 | Sheesha, Hookah, Prime Location, Decent Ambience, Comfortable Seating, Light Music",Bob's,9.19812E+11,400.0,"Cafe, Beverages, Fast Food",4.0,Bob's
" Connaught Place, New Delhi",1475.0,3.9,71.0,https://www.zomato.com/ncr/prime-street-cafe-connaught-place-new-delhi,"12/13, 1st Floor, F- Block, Inner Circle, Opposite Rajiv Chowk Metro Gate 5, Connaught Place, New Delhi",28.63155027,77.22050652,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Full Bar Available, Serves Alcohol]",,"Chicken Momos, Pasta, Starters, Paneer Tikka, Biryani | Ample Seating Area, Good for Large Groups, Relaxed Atmosphere, Serving Size, Great Value, Theme",Prime Street Cafe,9.11144E+11,1000.0,"North Indian, Chinese, Italian, Pizza, Mughlai, Fast Food, Beverages",4.0,Prime Street Cafe
" Raj Nagar, Ghaziabad",549.0,4.0,3350.0,https://www.zomato.com/ncr/the-food-workshop-raj-nagar-ghaziabad,"C 84, RDC, Near Petrol Pump, Raj Nagar, Ghaziabad",28.67699112,77.44288713,"The Mad Teapot is a specialty restaurant that is pro at serving Italian cuisine, inspired by World cuisine along with Bakery and Confectionary. The restaurant is for the diners who are in love with these popular cuisines, that recently people have been binging on. The Mad Teapot makes sure that the diners return back and vouch for the place not only for the quality and taste of the food it serves but also for the cool ambiance the place holds. It is a must-visit place for folks who get that craving for good food, end of the month but cannot afford to miss out on tasty food just because they are short of money. The place is located in Shahpur Jat and it stands nearby a branch of UCO Bank. Read less",Fast Food,"[Air Conditioning, WiFi, Parking Available, Credit Card Accepted]",,"Punjabi Chicken, Andhra Chicken Curry, Chicken 65, Palak Paneer, Mutton Curry, Chilli Potatoes | Gastronomical Experience, Live Music, Fancy Crowd, Great Restaurant, Atmosphere, Waiter",The Food Workshop,9.11204E+11,700.0,"North Indian, Chinese, Fast Food, Continental, Beverages",4.0,The Food Workshop
" Mathura Road, New Delhi",623.0,4.0,1860.0,https://www.zomato.com/ncr/aromas-of-pind-mathura-road-new-delhi,"A38, Mohan Cooperative, Mathura Road, New Delhi",28.51719692,77.29582523,,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available, Full Bar Available, Serves Alcohol]",,"Chicken Burrah, Chicken Soup, Tawa Chicken, Panner Tikka, Kebabs, Mutton | Ample Seating Area, Good Options, Good Quality Food, Tamper Proof Packaging, Portion, Main Course",Aromas of Pind,9.18528E+11,700.0,"North Indian, Chinese, Kebab, Italian, Mughlai, Beverages",4.0,Aromas of Pind
" Ashok Vihar Phase 1, New Delhi",380.0,4.0,1366.0,https://www.zomato.com/ncr/kays-bar-be-que-ashok-vihar-new-delhi,"29, Community Center, Ashok Vihar Phase 1, New Delhi",28.6932961,77.17302706,,Bar/Lounge,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, Valet Available, Digital Wallet Accepted]",,"Bang for the Buck, Elegantly Decorated, Cozy Ambiance, Economical, Polite Staff, Great Recommendations",Kays Bar-Be-Que,9.11127E+11,800.0,"North Indian, Mughlai, Seafood",4.0,Kays Bar-Be-Que
" Raj Nagar, Ghaziabad",69.0,3.9,273.0,https://www.zomato.com/ncr/amigos-kitchen-and-grill-raj-nagar-ghaziabad,"B 34, RDC, Raj Nagar, Ghaziabad",28.67375512,77.44362138,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Quick Service]",,"Matar Mushroom, Veg Tandoori Platter, Mixed Vegetables, Chicken Rara, Dum Biryani, Afghani Chicken | Late Night Delivery, Chirpy Crowd, Elegantly Decorated, Cute Little Place, Pocket Friendly, Good Crowd, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Quick Service",Amigos Kitchen And Grill,9.19354E+11,800.0,"North Indian, Fast Food",4.0,Amigos Kitchen And Grill
" Sector 31, Faridabad",724.0,3.9,15800.0,https://www.zomato.com/ncr/hr-51-sector-31-faridabad,"24/25, Huda Market, Sector 31, Faridabad",28.44649286,77.3168974,,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",,"Worth the Money, Elaborate Menu, Good Quality, Delicious Food, Fresh Food, Good Food",HR-51,9.19212E+11,600.0,"North Indian, Rolls, Mughlai, Chinese, Kebab",4.0,HR-51
" Safdarjung, New Delhi",71.0,4.0,175.0,https://www.zomato.com/ncr/mohinga-the-taste-of-myanmar-safdarjung-new-delhi,"Shop 2, 70E, Humayunpur, Safdarjung, New Delhi",28.5614663,77.19378166,,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available, Full Bar Available, Serves Alcohol]",,"Changezi Chicken, Chicken Korma, Rumali Roti, Veg Biryani | Tasty, Good Taste, Price, Ambiance, Good Food, Quality",Mohinga The Taste of Myanmar,9.17983E+11,500.0,"Burmese, Momos, Beverages",4.0,Mohinga The Taste of Myanmar
" Sohna Road, Gurgaon",555.0,3.8,16700.0,https://www.zomato.com/ncr/shama-chicken-corner-sohna-road,"Shop 17, Fazilpur Chowk, Near Omaxe City Center, Sohna Road, Gurgaon",28.41154938,77.04229888,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",,"Office Crowd, Casual Seating Area, Good Portions, Cute Little Place, Pocket Friendly, Great Recommendations",Shama Chicken Corner,9.19718E+11,400.0,North Indian,4.0,Shama Chicken Corner
" Chander Nagar, New Delhi",197.0,4.1,11400.0,https://www.zomato.com/ncr/qwick-grab-kathi-rolls-more-chander-nagar-new-delhi,"Shop 1, 2nd Floor, Satnam Park, Chander Nagar, New Delhi",28.655117,77.282173,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Full Bar Available, Serves Alcohol]",,"Comfort Food, Great Recommendations, Hygiene, Worth the Money, Good Food",Qwick Grab Kathi Rolls & More,9.18861E+11,300.0,"Rolls, Beverages",4.0,Qwick Grab Kathi Rolls & More
" Karol Bagh, New Delhi",262.0,4.3,3174.0,https://www.zomato.com/ncr/amma-mess-karol-bagh-new-delhi,"19 & 20, Shastri Market, Gurudwara Road, Karol Bagh, New Delhi",28.64715498,77.19195273,,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",,Quirky Decor Incorporating A Small Library And Few Board Games,Amma Mess,9.19819E+11,400.0,"South Indian, North Indian, Chettinad",4.0,Amma Mess
" Sector 18, Noida",667.0,3.8,156.0,https://www.zomato.com/ncr/our-story-pub-by-sherlocks-sector-18-noida,"G-38, 1st Floor, Sector 18, Noida",28.56939767,77.32370351,,Bar/Lounge,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, Valet Available, Digital Wallet Accepted, Parking Available, Quick Service]",,"Kheer, Honey Chilli Potatoes, Drink, Mushroom, Raita, Starters | Good Quality Food, Excellent Food, Nice Food, Preparation, Main Course, Nice Ambience",Our Story Pub By Sherlock's,9.17017E+11,1800.0,"North Indian, Mughlai, Chinese, Fast Food",4.0,Our Story Pub By Sherlock's
" Crown Plaza Mall, Sector 15, Faridabad, Faridabad",374.0,4.0,4123.0,https://www.zomato.com/ncr/fiery-grillss-sector-15-faridabad,"6, Lower Ground Floor, Crown Plaza Mall, Sector 15, Faridabad",28.39811379,77.31288247,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi, Full Bar Available, Serves Alcohol, Family Dining]",,"Butter Chicken, Butter Naan, Dal Makhni, Chicken Tikka, Pasta, Noodles | Family Place, Good Quality Food, Crowd, Location, Good Taste, Great Food",Fiery Grillss,9.2E+11,850.0,"North Indian, Chinese, Thai, Continental, Mughlai, Fast Food, Desserts, Beverages",4.0,Fiery Grillss
" Anand Vihar, New Delhi",484.0,4.1,7622.0,https://www.zomato.com/ncr/chaskaa-anand-vihar-new-delhi,"Kamal Complex, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",28.65982102,77.30652329,"Baskin-Robbins is the world’s largest chain of Ice-cream specialty restaurant that serves mouth-watering flavors of Ice-creams, that satiate your sweet craving and at affordable prices. The outlet has given a new elevation to the way ice-creams were served or made before and caters to every person with its purview of flavors. The laid-back ambiance of the place is both ideal for friends and family and becomes a one-stop destination for your love for that one cone of Ice-cream. Baskin- Robbins is located in Pitampura, North Delhi and the nearest landmark is M2K Cinema. Read less",Fast Food,"[Air Conditioning, Takeaway Available, Credit Card Accepted, Family Dining, Indoor Seating]",,"Roll Mushrooms, Mango Cooler, Brownie Sizzler, Kiwi Mojito, Summer Cooler, Banoffee Pie | Hookah, Sheesha, Decent Price, Cozy, Dj, Fancy Crowd",Chaskaa,9.11143E+11,400.0,"Chinese, North Indian, Fast Food",4.0,Chaskaa
" Satyaniketan, New Delhi",700.0,3.9,652.0,https://www.zomato.com/ncr/pipeline-cafe-satyaniketan-new-delhi,"Shop 37, 2nd Floor, Satyaniketan, New Delhi",28.58809639,77.16785375,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service]",,"Gourmet Sandwich, Belgian Fries, Mushroom Patty, Mushroom Sandwich, Hot Coffee, Onion Rings | Not very Crowded, Elegantly Decorated, Pocket Friendly, Cosy Place, Great Ambiance, Polite Staff",Pipeline Cafe,9.2E+11,800.0,"Cafe, Italian, Chinese",4.0,Pipeline Cafe
" Hauz Khas, New Delhi",521.0,4.0,3642.0,https://www.zomato.com/ncr/big-fat-sandwich-hauz-khas-new-delhi,"A 15/A, Market Lane, Block E, Hauz Khas, New Delhi",28.55297713,77.20773518,"Duty Free is a casual dining cafe and bar located in Vishal Enclave in Rajouri Garden, Delhi. The place has a simple and colorful ambiance and offers an economical menu which serves a variety of delicious Continental and North Indian dishes to choose from. The eclectic bar menu offers an array of drinks and spirits to choose from. The additional feature is the beautiful outdoor seating area which makes the whole experience delightful. Duty Free is the perfect place for people to enjoy the nightlife. Read less",Fast Food,"[Smoking Area, Air Conditioning, Live Entertainment, Elevator, Valet Available, Serves Alcohol, Parking Available, Credit Card Accepted, Serves Wine, Full Bar Available, Outdoor Seating, TV/Screening, Digital Wallet Accepted]",,"Grilled Chicken, Wine, Salads, Desserts, Coffee, Drinks | Friendly Service, Cozy Place, Decor, Friendly Staff, Chef, Ambiance",Big Fat Sandwich,9.11149E+11,1000.0,"American, Pizza, Sandwich, Fast Food, Salad, Beverages, Desserts",4.0,Big Fat Sandwich
" Khan Market, New Delhi",257.0,,3.0,https://www.zomato.com/ncr/latitude-28-khan-market-new-delhi,"9, 2nd Floor, Khan Market, New Delhi",28.59980314,77.22663905,"Basil & Thyme is a fine dining restaurant located in Sundar Nagar, Delhi. Celebrating 27 years, the iconic Basil & Thyme serves simple and subtle European cuisine with panache. Delectable fare, a well-curated wine list, minimal interiors with elegant hues, complimented with light music, extend the dining experience. Every dish they serve is of the finest taste and is prepared using the most authentic ingredients and spices. Read less",Fine Dining,"[Smoking Area, Valet Available, Wheelchair Accessible, Full Bar Available, Outdoor Seating]",,"Relaxed Atmosphere, Family Crowd, Hospitality, Decor, Table, Main Course, Smoking Area, Valet Available, Wheelchair Accessible, Full Bar Available, Outdoor Seating",Latitude 28,9.17827E+11,2000.0,"Fast Food, North Indian, Italian, Beverages, Desserts",4.0,Latitude
" Pitampura, New Delhi",156.0,3.9,611.0,https://www.zomato.com/ncr/culinaria-by-pikwik-pitampura-new-delhi,"66, Shakti Vihar, Pitampura, New Delhi",28.69405783,77.13062737,,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",,"Lahori Chicken, Jeera Rice, Honey Chilli Potato, Paneer Tikka, Pasta, Pizza | Pocket Friendly, Casual Seating Area, Not very Crowded, Fast Delivery Service, Comfort Food, Good Packing",Culinaria By Pikwik,9.1729E+11,1000.0,"North Indian, Chinese, Continental, Thai",4.0,Culinaria By Pikwik
" Sector 72, Noida",169.0,3.6,1121.0,https://www.zomato.com/ncr/yummy-tummy-sector-72-noida,"SD-08, Near 24/7 Fitness Gym, Sector 116, Near Sector 72, Noida",28.56875076,77.39512235,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",,"Waffles, Virgin Mojito, Juice, Nachos, White Sauce Pasta, Chocolate | Food Service, Very Affordable, Cafe, Decor, Interior, Nice Ambience",Yummy Tummy,9.1886E+11,400.0,"North Indian, Mughlai",4.0,Yummy Tummy
" Pitampura, New Delhi",347.0,4.0,919.0,https://www.zomato.com/ncr/cafe-russmunch-pitampura-new-delhi,"8, Chanderlok Enclave, Pitampura, New Delhi",28.69033678,77.13559885,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Full Bar Available, Serves Alcohol, Family Dining]",,"Chicken Fried Momos, Cheesecake, Chicken Tikka, Biryani | Customizable Dishes, Outdoor Seating, Good Wifi, Weekend Brunch, Family Crowd, Good Music",Cafe Russmunch,9.19812E+11,500.0,"Fast Food, Desserts, Beverages, Italian",4.0,Cafe Russmunch
" Amrapali Dream Valley, Greater Noida",157.0,3.9,2155.0,https://www.zomato.com/ncr/bawarchi-baba-amrapali-dream-valley-greater-noida,"LG 18, Lower Ground, Icon Leisure Valley, Techzone 4, Amarpali Dream Valley, Greater Noida",28.58698649,77.43842192,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",,"Chocolate Silk, Chocochip Cake, Truffle Pastries, Paneer Puff, Red Velvet Cake, Cakes | Cute Cupcakes, Highly Customizable Cakes, Coffee Date, Packed on Weekends, Good Packaging, Fast Delivery",Bawarchi Baba,9.1993E+11,600.0,"North Indian, Chinese, Mughlai, South Indian, Fast Food, Biryani",4.0,Bawarchi Baba
" Mukherjee Nagar, New Delhi",328.0,4.0,1880.0,https://www.zomato.com/ncr/the-cake-villa-mukherjee-nagar-new-delhi,"207, Ground Floor, Main Road, Bhai Parmanand Colony, Mukherjee Nagar, New Delhi",28.71040044,77.20784582,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, Family Dining]",,Good Food and Service,The Cake Villa,9.18801E+11,400.0,"Bakery, Fast Food, Chinese",4.0,The Cake Villa
" Lodhi Colony, New Delhi",52.0,3.9,146.0,https://www.zomato.com/ncr/devans-lodhi-colony-new-delhi,"131, Khanna Market, Lodhi Colony, New Delhi",28.5799369,77.2219498,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service]",,"Soya Chaap Masala, Panneer Butter Masala, Oreo Shake, Spring Roll, Mocktails, White Sauce Pasta | Rooftop, Live Music, View, Great Ambiance, Family Crowd, Interior",Devan's,9.11125E+11,300.0,"Coffee, Tea",4.0,Devan's
" Rohini, New Delhi",524.0,3.7,102.0,https://www.zomato.com/ncr/the-reset-rohini-new-delhi,"3, Pocket F/19, Sector 8, Rohini, New Delhi",28.69976004,77.11832609,,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",,"Death by Chocolate, Tiramisu, Lasagna, Pastas, Pizzas, Desserts | Decor, Good Ambience, Music, Nice Ambience, Main Course, Nice Place",The Reset,9.11147E+11,1200.0,"Asian, Italian, North Indian",4.0,The Reset
" Community Centre, New Friends Colony, New Delhi",315.0,4.0,82.0,https://www.zomato.com/ncr/ego-obsession-new-friends-colony-new-delhi,"4, Community Centre, New Friends Colony, New Delhi",28.56233617,77.26844966,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available, Family Dining]",,"Get a complimentary night, earn up to 50% of spends as points at 250+ restaurants & much more. Know more, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available, Family Dining",Ego Obsession,9.11126E+11,1900.0,"Italian, Pizza, Pasta, Desserts, Beverages",4.0,Ego Obsession
